,Areaname,STCOU,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,popini,popfin,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,FIPScounty,Percapdmg,Exposure,Recovery,NDamage,NExposure,NRecovery,Adaptability,adaptier,adaptiernum,Vulnerability,vultier,vultiernum,index
1559,"Cedar, NE",31027,9615,9470,9391,9291,9246,9240,9060,8941,8839,8854,8906,8839,8807,8790,8736.0,8675.0,8657.0,8561.0,8523.0,8498.0,8483.0,8401.0,31027,5.43785,2898.455157313216,-0.00752301818998428,-0.13724687949976924,4.3879109471921725,-0.5482261589307019,-0.4109792794309327,Low,1,-4.525157826691942,Low,1,4
1560,"Chase, NE",31029,4068,4003,4045,4090,4018,3983,3965,3913,3865,3921,3927,3937,3964,3984,3990.0,3897.0,4061.0,3803.0,3734.0,3783.0,3707.0,3694.0,31029,87.74426,133.4338967283746,0.002546473134708429,-0.10585620385782762,-0.4044222355074899,-0.07357500567411882,0.03228119818370881,High,3,0.2985660316496623,High,3,10
1561,"Cherry, NE",31031,6148,6060,6054,6031,6064,6039,5927,5834,5752,5683,5783,5750,5722,5735,5749.0,5770.0,5781.0,5792.0,5790.0,5779.0,5801.0,5505.0,31031,120.42147,590.95992122509,-0.005706380771226007,-0.09339350866806523,0.3885615944542725,-0.46259432132752576,-0.36920081265946053,Low,1,-0.48195510312233775,Low,1,4
1562,"Cheyenne, NE",31033,9830,9943,9973,9935,9970,10125,9943,10139,10150,10032,10049,10056,10038,10022,10044.0,10077.0,10090.0,10012.0,9852.0,9604.0,9428.0,9575.0,31033,17.73969,128.53102611952872,0.0006965867250472683,-0.13255510556333996,-0.4129198878923708,-0.16077411925656637,-0.028219013693226408,Medium,2,0.28036478232903084,High,3,6
1563,"Clay, NE",31035,7039,6944,6899,6859,6795,6669,6609,6564,6543,6512,6554,6530,6497,6469,6425.0,6382.0,6313.0,6264.0,6232.0,6203.0,6193.0,6104.0,31035,71.07635,63.759331084372484,-0.00366188587122368,-0.11221314442222688,-0.5251821506971879,-0.3662218402535703,-0.25400869583134345,Low,1,0.412969006274961,Extremely High,4,1
1564,"Colfax, NE",31037,10441,10440,10478,10433,10457,10238,9993,9993,10083,10380,10201,10322,10453,10495,10512.0,10522.0,10499.0,10616.0,10760.0,10714.0,10681.0,10608.0,31037,173.3707,131.74796169605528,0.011861582197823742,-0.07319930867294255,-0.40734429708959535,0.36551641582362615,0.4387157244965687,Extremely High,4,0.3341449884166528,High,3,14
1565,"Cuming, NE",31039,10203,10054,9962,9832,9709,9642,9440,9286,9215,9132,9243,9194,9140,9095,9081.0,9078.0,9055.0,9039.0,8991.0,8952.0,8882.0,9035.0,31039,82.23149000000001,690.6194740224627,-0.005301309098777453,-0.10795870808512446,0.5612914713098444,-0.44350023501476493,-0.33554152692964045,Low,1,-0.6692501793949688,Low,1,4
1566,"Custer, NE",31041,11793,11593,11508,11388,11328,11248,11090,11005,11001,10999,11001,10962,10904,10872,10820.0,10802.0,10784.0,10836.0,10830.0,10826.0,10788.0,10625.0,31041,59.62101,195.0599331583873,-0.0035451322607035723,-0.11658207343162187,-0.2976120263015972,-0.36071836107142496,-0.2441362876398031,Low,1,0.18102995286997536,Medium,2,3
1567,"Dakota, NE",31043,20253,20331,20374,20488,20410,20191,20295,20564,20559,20924,20674,20802,20869,20920,20902.0,20798.0,20697.0,20529.0,20317.0,20173.0,20124.0,21284.0,31043,7.57022,75.8318414411066,0.006191351455934991,-0.13643361920790856,-0.5042580830215474,0.09823562932862813,0.2346692485365367,High,3,0.36782446381363887,High,3,10
1568,"Dawes, NE",31045,9060,9162,9227,9306,9127,9087,9040,9181,9134,9218,9149,9180,9176,9172,9141.0,9136.0,9082.0,8972.0,8896.0,8810.0,8685.0,8383.0,31045,65.79172,123.00095291655353,0.0033883484533828835,-0.11422863879523712,-0.4225046074354569,-0.033891065540302995,0.08033757325493412,High,3,0.3082759686402198,High,3,10
1569,"Dawson, NE",31047,24365,24359,24149,24175,24112,24085,24291,24178,24160,24212,24245,24261,24267,24256,24205.0,24069.0,23924.0,23925.0,23804.0,23733.0,23638.0,24031.0,31047,219.24176,227.95196265135732,0.0006599298824499897,-0.055704637652641185,-0.24060358060445447,-0.16250203301630878,-0.10679739536366759,Medium,2,0.18489894295181328,Medium,2,7
1570,"Deuel, NE",31049,2098,2085,2029,2027,2025,1999,1969,1982,1986,1941,1963,1967,1962,1952,1951.0,1946.0,1932.0,1901.0,1894.0,1831.0,1770.0,1878.0,31049,16.31982,11.060146405950368,0.0020376974019358125,-0.13309662691779733,-0.6165203458263644,-0.09755744734098774,0.03553917957680959,High,3,0.48342371890856706,Extremely High,4,9
1571,"Dixon, NE",31051,6339,6156,6064,5984,5908,5961,5987,5993,6004,6013,6000,5996,5982,5953,5900.0,5866.0,5809.0,5765.0,5746.0,5719.0,5682.0,5632.0,31051,65.95627,75.8318414411066,-0.0006666666666666666,-0.11416588140274628,-0.5042580830215474,-0.2250345445047816,-0.11086866310203533,Medium,2,0.3900922016188011,High,3,6
1572,"Dodge, NE",31053,36160,36143,36060,36184,36267,36442,36597,36647,36548,36604,36621,36651,36590,36675,36742.0,36725.0,36679.0,36576.0,36683.0,36665.0,36565.0,37249.0,31053,28.21106,841.5431936113399,0.0008192020971573687,-0.12856145088690885,0.8228723711577002,-0.15499433099295015,-0.026432880106041307,Medium,2,-0.951433822044609,Low,1,8
1573,"Douglas, NE",31055,463585,468125,471866,476701,482075,488114,493757,498743,504547,511902,505545,511739,518271,524697,531057.0,537655.0,543253.0,549706.0,554992.0,560617.0,565739.0,578771.0,31055,27.0103,4568.841141523951,0.012252123945445014,-0.12901940632055997,7.283022928485349,0.38392559707478885,0.5129450033953489,Extremely High,4,-7.412042334805909,Low,1,16
1574,"Dundy, NE",31057,2292,2179,2159,2170,2154,2091,2051,2010,1973,1997,1963,1988,1996,1994,1966.0,2015.0,1823.0,2017.0,2023.0,1913.0,1928.0,1900.0,31057,116.17536999999999,190.41626039398045,0.01273560876209883,-0.0950129201797962,-0.30566043713868374,0.40671588691237237,0.5017288070921686,Extremely High,4,0.21064751695888753,High,3,14
1575,"Fillmore, NE",31059,6634,6493,6376,6371,6281,6126,6053,5985,5940,5898,5953,5915,5867,5818,5767.0,5697.0,5676.0,5603.0,5574.0,5547.0,5542.0,5561.0,31059,308.64708,135.07346327328767,-0.006383336133042164,-0.02160652304912491,-0.4015805397598163,-0.49450433870857474,-0.4728978156594498,Low,1,0.37997401671069136,High,3,2
1576,"Franklin, NE",31061,3574,3467,3484,3440,3411,3425,3352,3207,3167,3186,3229,3201,3196,3181,3161.0,3105.0,3076.0,3019.0,3006.0,2987.0,2970.0,2914.0,31061,8342.92624,42.93981194813661,-0.008671415298854134,3.042570995182703,-0.5612665287186901,-0.6023587853509581,-3.644929780533661,Low,1,3.603837523901393,Extremely High,4,1
1577,"Frontier, NE",31063,3099,3069,3037,2981,2990,2944,2879,2860,2786,2772,2808,2779,2693,2568,2540.0,2573.0,2599.0,2624.0,2609.0,2640.0,2636.0,2512.0,31063,17.90232,5.530073202975184,-0.010327635327635327,-0.1324930804357752,-0.6261050653694505,-0.680428940173961,-0.5479358597381858,Low,1,0.4936119849336753,Extremely High,4,1
1578,"Furnas, NE",31065,5324,5232,5261,5207,5112,5051,5016,4929,4873,4934,4942,4927,4922,4920,4908.0,4887.0,4850.0,4814.0,4786.0,4747.0,4712.0,4655.0,31065,2058.20277,140.60353647626286,-0.003035208417644678,0.6456529915172786,-0.39199582021673013,-0.3366818002982502,-0.9823347918155287,Low,1,1.0376488117340088,Extremely High,4,1
1579,"Garfield, NE",31071,1902,1913,1945,1936,1955,1969,1984,1977,2001,2029,2081,2105,2106,1947,1954.0,1933.0,1968.0,1958.0,1975.0,2001.0,2081.0,1889.0,31071,111.9031,54.832479332781894,0.011532916866890917,-0.09664231261502448,-0.5406541647739042,0.350023937273079,0.4466662498881035,Extremely High,4,0.44401185215887967,Extremely High,4,13
1580,"Gosper, NE",31073,2143,2096,2100,2136,2112,2110,2075,2101,2049,2020,2058,2046,2020,2005,1997.0,1976.0,1977.0,2019.0,2015.0,2013.0,2001.0,1811.0,31073,208.83371,70.30176823813143,-0.0058309037900874635,-0.059674142842031784,-0.5138428025646334,-0.4684640313857332,-0.40878988854370146,Low,1,0.4541686597226017,Extremely High,4,1
1581,"Grant, NE",31075,747,743,726,697,680,676,677,660,653,619,661,671,608,614,649.0,769.0,647.0,682.0,718.0,722.0,691.0,718.0,31075,18.4967,52.699184678422114,0.015128593040847202,-0.13226639104684357,-0.5443515897833602,0.5195153035867246,0.6517816946335682,Extremely High,4,0.4120851987365166,Extremely High,4,13
1582,"Greeley, NE",31077,2714,2700,2696,2662,2643,2577,2578,2538,2548,2502,2542,2530,2515,2507,2500.0,2476.0,2447.0,2436.0,2410.0,2382.0,2361.0,2219.0,31077,803.95641,128.53102611952872,-0.004720692368214005,0.16729850294408058,-0.4129198878923708,-0.41613138470489913,-0.5834298876489797,Low,1,0.5802183908364513,Extremely High,4,1
1583,"Hall, NE",31079,53534,53508,53722,54050,54413,54535,55190,55742,56795,57955,56899,57748,58681,59431,60223.0,60792.0,61105.0,61233.0,61343.0,61265.0,61338.0,62616.0,31079,183.60178000000002,186.76028400092602,0.01492117611908821,-0.0692972977147832,-0.3119969732201081,0.5097381780157028,0.579035475730486,Extremely High,4,0.2426996755053249,High,3,14
1584,"Hamilton, NE",31081,9403,9307,9323,9349,9319,9269,9196,9204,9157,9113,9160,9135,9096,9090,9098.0,9100.0,9118.0,9149.0,9178.0,9215.0,9219.0,9376.0,31081,1025.51865,496.40456552069804,-0.0027292576419213972,0.25179967861608504,0.22467830892456853,-0.3222600302351797,-0.5740597088512647,Low,1,0.027121369691516517,Medium,2,3
1585,"Harlan, NE",31083,3786,3732,3677,3717,3633,3558,3522,3511,3435,3406,3460,3439,3419,3445,3462.0,3458.0,3465.0,3469.0,3438.0,3415.0,3380.0,3216.0,31083,3065.26877,300.9014674387712,-0.0060693641618497106,1.0297358613208285,-0.11416754286480744,-0.47970446914105336,-1.509440330461882,Low,1,1.143903404185636,Extremely High,4,1
1586,"Hayes, NE",31085,1068,1088,1098,1092,1063,1051,994,977,986,987,1025,979,1037,1142,1145.0,1084.0,1013.0,957.0,943.0,893.0,889.0,891.0,31085,241.52313,219.65231349389603,-0.0448780487804878,-0.04720679090500526,-0.25498852752296536,-2.3090507902840165,-2.2618439993790114,Low,1,0.2077817366179601,High,3,2
1587,"Hitchcock, NE",31087,3111,3095,3056,3047,3055,2954,2956,2931,2927,2906,2925,2910,2898,2884,2884.0,2879.0,2866.0,2860.0,2843.0,2815.0,2788.0,2630.0,31087,39.583290000000005,171.16922552977545,-0.005128205128205128,-0.12422421903272449,-0.3390193863674492,-0.4353405379043496,-0.31111631887162516,Low,1,0.21479516733472473,High,3,2
1588,"Holt, NE",31089,11551,11346,11210,11042,10868,10839,10613,10541,10399,10406,10479,10437,10418,10435,10432.0,10398.0,10360.0,10293.0,10245.0,10177.0,10123.0,10175.0,31089,203.24417,171.47083806766534,-0.004008016032064128,-0.06180592622473136,-0.3384966316985241,-0.38253756810140366,-0.3207316418766723,Low,1,0.27669070547379276,High,3,2
1589,"Hooker, NE",31091,783,745,731,737,748,744,751,732,734,733,690,718,689,703,688.0,681.0,669.0,684.0,691.0,693.0,741.0,714.0,31091,32.75408,5.530073202975184,0.04057971014492753,-0.12682879765546728,-0.6261050653694505,1.7192186148648376,1.846047412520305,Extremely High,4,0.49927626771398326,Extremely High,4,13
1590,"Howard, NE",31093,6567,6448,6427,6509,6465,6432,6357,6333,6261,6288,6302,6298,6294,6308,6315.0,6347.0,6365.0,6385.0,6405.0,6417.0,6428.0,6461.0,31093,486.30882999999994,344.85364333769155,-0.0006347191367819739,0.046151533318899415,-0.037989658081492475,-0.22352861620964687,-0.2696801495285463,Low,1,0.08414119140039189,Medium,2,3
1591,"Jefferson, NE",31095,8333,8288,8253,8157,8117,8025,7970,7765,7684,7602,7708,7619,7572,7563,7505.0,7433.0,7354.0,7276.0,7188.0,7144.0,7102.0,7213.0,31095,103.70967,151.55092218300655,-0.01154644525168656,-0.09976718835100852,-0.3730218179064756,-0.7378806542077024,-0.6381134658566939,Low,1,0.2732546295554671,High,3,2
1592,"Kearney, NE",31099,6882,6842,6785,6800,6776,6698,6614,6624,6554,6476,6552,6548,6514,6518,6560.0,6549.0,6548.0,6547.0,6552.0,6529.0,6588.0,6639.0,31099,895.48094,31.879665542186242,-0.0006105006105006105,0.20220485877361025,-0.5804359678048623,-0.2223870142102058,-0.42459187298381607,Low,1,0.7826408265784726,Extremely High,4,1
1593,"Keith, NE",31101,8875,8767,8757,8514,8444,8418,8381,8423,8290,8320,8356,8342,8284,8247,8206.0,8146.0,8103.0,8129.0,8099.0,8068.0,8048.0,8312.0,31101,258.20214,102.18143378031768,-0.001675442795595979,-0.040845616934002266,-0.45858898545695903,-0.27258577996787203,-0.23174016303386977,Low,1,0.4177433685229568,Extremely High,4,1
1594,"Keya Paha, NE",31103,983,966,957,964,942,904,892,857,836,820,740,763,742,698,741.0,711.0,736.0,720.0,792.0,760.0,875.0,946.0,31103,176.40624,157.08099538598174,0.031081081081081083,-0.07204159019708947,-0.36343709836338944,1.2714765101117158,1.3435181003088053,Extremely High,4,0.2913955081663,High,3,14
1595,"Kimball, NE",31105,4089,4055,4046,3960,3921,3925,3879,3809,3761,3799,3814,3794,3789,3779,3760.0,3720.0,3713.0,3688.0,3667.0,3633.0,3576.0,3583.0,31105,7.5385,123.00095291655354,-0.005243838489774515,-0.13644571683470777,-0.42250460743545687,-0.44079121129529375,-0.304345494460586,Low,1,0.28605889060074907,High,3,2
1596,"Knox, NE",31107,9374,9177,9108,9065,9025,8897,8846,8862,8708,8700,8762,8707,8648,8617,8573.0,8556.0,8551.0,8496.0,8460.0,8426.0,8400.0,8434.0,31107,55.22004,3346.398227079804,-0.006277105683633873,-0.11826055050017482,5.164285605790173,-0.4894968955620711,-0.3712363450618963,Low,1,-5.282546156290348,Low,1,4
1597,"Lancaster, NE",31109,250291,254630,258398,262667,265087,268868,272286,276012,279605,283097,279428,282931,286425,289873,293726.0,298080.0,301707.0,306357.0,310094.0,313158.0,315976.0,320301.0,31109,0.72891,63.13006643673731,0.012536324205161974,-0.13904281262523743,-0.526272791805287,0.39732210109676247,0.5363649137219999,Extremely High,4,0.38722997918004953,High,3,14
1598,"Lincoln, NE",31111,34632,34669,34525,34776,35177,35577,35973,36011,36301,36280,36167,36199,36212,36128,36054.0,35896.0,35777.0,35569.0,35433.0,35263.0,35042.0,34906.0,31111,401.48497,390.86187772831033,0.0008847844720325158,0.013800732500865123,0.04175178604069488,-0.15190293850210412,-0.16570367100296923,Medium,2,-0.027951053539829754,Medium,2,7
1599,"Logan, NE",31113,774,780,764,737,738,747,756,751,730,738,682,717,724,787,736.0,851.0,830.0,919.0,886.0,927.0,896.0,865.0,31113,18337.49434,141.7143132900597,0.051319648093841645,6.85437915700627,-0.39007062251238916,2.225472979557067,-4.628906177449203,Low,1,7.244449779518659,Extremely High,4,1
1600,"Loup, NE",31115,712,715,736,722,669,652,635,649,630,629,635,669,534,581,559.0,548.0,542.0,537.0,585.0,605.0,690.0,665.0,31115,1056.13607,52.699184678422114,0.05354330708661417,0.2634767946537436,-0.5443515897833602,2.3302908170560297,2.066814022402286,Extremely High,4,0.8078283844371037,Extremely High,4,13
1601,"McPherson, NE",31117,533,534,549,538,531,522,518,545,558,537,489,411,348,382,426.0,433.0,425.0,432.0,454.0,395.0,420.0,475.0,31117,201.09059,52.699184678422114,-0.15950920245398773,-0.0626272757556971,-0.5443515897833602,-7.712482556180071,-7.649855280424374,Low,1,0.4817243140276631,Extremely High,4,1
1602,"Madison, NE",31119,35226,35601,35862,35858,35722,35631,35415,34298,34319,34609,34720,34618,34766,34995,35103.0,35111.0,35125.0,35062.0,35164.0,35080.0,35023.0,35553.0,31119,35.90747,105.39836935684423,-0.0029377880184331797,-0.12562613260589772,-0.4530133946541836,-0.33208964133555646,-0.20646350872965874,Medium,2,0.3273872620482859,High,3,6
1603,"Merrick, NE",31121,8204,8045,8054,8033,8018,7904,7813,7709,7734,7813,7784,7768,7779,7802,7790.0,7776.0,7793.0,7829.0,7803.0,7798.0,7826.0,7687.0,31121,708.1552800000001,134.0610993225039,-0.0020554984583761563,0.13076110326935925,-0.4033351683492846,-0.29050067286796716,-0.4212617761373264,Low,1,0.5340962716186439,Extremely High,4,1
1604,"Morrill, NE",31123,5440,5344,5225,5202,5147,5110,5090,5122,5079,5019,5071,5052,4993,4958,4918.0,4874.0,4843.0,4903.0,4841.0,4781.0,4711.0,4595.0,31123,108.8784,215.31025326737904,-0.0037467955038453953,-0.09779589684514922,-0.2625141836911268,-0.3702242723275381,-0.27242837548238885,Low,1,0.16471828684597756,Medium,2,3
1605,"Nance, NE",31125,4038,4039,3948,3842,3787,3831,3807,3766,3745,3729,3755,3742,3730,3707,3667.0,3639.0,3607.0,3569.0,3554.0,3544.0,3525.0,3389.0,31125,93.67299,70.30176823813143,-0.0034620505992010654,-0.10359505748540478,-0.5138428025646334,-0.3568020950779349,-0.25320703759253016,Low,1,0.4102477450792287,Extremely High,4,1
1606,"Nemaha, NE",31127,7576,7446,7330,7215,7182,7252,7311,7220,7280,7178,7249,7243,7224,7207,7214.0,7168.0,7101.0,7041.0,7004.0,6973.0,6978.0,7025.0,31127,74.4075,7878.528109424105,-0.0008277003724651677,-0.11094268384492004,13.019370386899354,-0.23262527890295365,-0.12168259505803361,Medium,2,-13.130313070744274,Low,1,8
1607,"Nuckolls, NE",31129,5057,4947,4844,4873,4872,4796,4709,4642,4571,4495,4583,4538,4490,4462,4431.0,4391.0,4352.0,4318.0,4275.0,4244.0,4204.0,4125.0,31129,1470.0325899999998,63.759331084372484,-0.00981889591970325,0.4213319533060089,-0.5251821506971879,-0.6564482107710883,-1.0777801640770972,Low,1,0.9465141040031968,Extremely High,4,1
1608,"Otoe, NE",31131,15396,15554,15524,15478,15525,15607,15753,15841,15728,15608,15741,15751,15729,15727,15750.0,15842.0,15890.0,15875.0,15896.0,15949.0,15965.0,15916.0,31131,37.64549,6751.025712041006,0.0006352836541515787,-0.1249632726648651,11.065183911165146,-0.16366379584106822,-0.03870052317620312,Medium,2,-11.190147183830012,Low,1,8
1609,"Pawnee, NE",31133,3087,3020,3020,2907,2907,2884,2802,2791,2711,2752,2767,2752,2753,2759,2754.0,2726.0,2695.0,2704.0,2676.0,2649.0,2640.0,2564.0,31133,0.43318,26.349592339211057,-0.005421033610408385,-0.13915560049324907,-0.5900206873479483,-0.4491437551972939,-0.30998815470404484,Low,1,0.4508650868546993,Extremely High,4,1
1610,"Perkins, NE",31135,3200,3125,3119,3082,3134,3145,3041,3013,2949,2937,2983,2966,2947,2949,2938.0,2924.0,2911.0,2904.0,2907.0,2901.0,2889.0,2865.0,31135,343.58943,139.5911725254791,-0.005698960777740529,-0.008279930685089129,-0.39375044880619847,-0.46224456101178857,-0.4539646303266994,Low,1,0.38547051812110933,High,3,2
1611,"Phelps, NE",31137,9747,9704,9684,9576,9535,9402,9405,9222,9195,9148,9234,9190,9184,9186,9189.0,9216.0,9236.0,9163.0,9120.0,9100.0,9050.0,8972.0,31137,594.45121,435.97493071205884,-0.004764998917045701,0.08739573743043333,0.1199417022879129,-0.41821988687662387,-0.5056156243070572,Low,1,-0.03254596485747957,Medium,2,3
1612,"Pierce, NE",31139,7857,7731,7627,7615,7477,7508,7416,7314,7286,7260,7308,7267,7231,7211,7201.0,7184.0,7179.0,7175.0,7157.0,7144.0,7132.0,7266.0,31139,2.48328,158.09755403526634,-0.005610290093048714,-0.13837371699069387,-0.3616751995250071,-0.4580648421568934,-0.3196911251661996,Low,1,0.22330148253431323,High,3,2
1613,"Platte, NE",31141,31662,31319,30939,30756,30658,30865,31100,31408,31527,32017,31675,31963,32195,32350,32485.0,32642.0,32703.0,32875.0,33063.0,33174.0,33250.0,34123.0,31141,8.71717,237.1463310528995,0.00909234411996843,-0.13599618626158608,-0.2246679068312423,0.2349813167890997,0.3709775030506858,Extremely High,4,0.08867172056965622,Medium,2,15
1614,"Polk, NE",31143,5639,5533,5556,5529,5466,5473,5409,5447,5402,5409,5412,5393,5371,5342,5307.0,5271.0,5242.0,5244.0,5255.0,5225.0,5208.0,5223.0,31143,1768.77425,566.7063337588295,-0.003510716925351072,0.5352684322484779,0.34652529127247184,-0.35909610647205725,-0.8943645387205351,Low,1,0.18874314097600603,Medium,2,3
1615,"Red Willow, NE",31145,11448,11483,11436,11336,11351,11219,11194,11053,11034,11018,11069,11039,11013,11015,10993.0,10946.0,10884.0,10870.0,10806.0,10768.0,10725.0,10724.0,31145,1067.11919,101.54309042668547,-0.0027102719306170385,0.26766562463012716,-0.45969536177282155,-0.3213650903146385,-0.5890307149447657,Low,1,0.7273609864029487,Extremely High,4,1
1616,"Richardson, NE",31147,9531,9260,9125,8949,8879,8799,8642,8480,8413,8383,8455,8396,8355,8289,8237.0,8201.0,8149.0,8045.0,8009.0,7961.0,7913.0,7893.0,31147,149.75847000000002,7219.788300943829,-0.006978119455943229,-0.0822047294307295,11.877642947784647,-0.5225409674765517,-0.44033623804582217,Low,1,-11.959847677215377,Low,1,4
1617,"Rock, NE",31149,1756,1709,1674,1600,1597,1557,1552,1551,1554,1550,1651,1601,1540,1436,1436.0,1401.0,1407.0,1381.0,1350.0,1414.0,1430.0,1321.0,31149,200.78735999999998,184.37586940309438,-0.03028467595396729,-0.06274292403357613,-0.3161296391642698,-1.6211549454338172,-1.558412021400241,Low,1,0.25338671513069366,High,3,2
